assigneduser,type,subtype,foldername,priority1,priority2,process,status,duetostart,duetoend,peoplename,namelast,case_task_id,housenumber,streetname,propx,propy,latitude,longitude,location
Jose Leyva,BP,C-1000 Commercial Remodel,1141 CHICON ST BLDG 3,,,100 Bldg Pre-Construction,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-043769 BP,1141,CHICON,3121984,10071363,30.26924799,-97.71846881,"
,  
(30.26924799, -97.71846881)"
Jose Castillo,CC,Code Enforcement,776 E BRAKER LN,3,,Initial Response/Site Investigation,Open,2026-05-11T00:00:00.000,2026-05-14T00:00:00.000,,,2026-058296 CC,,,,,,,
Bob Reed,MP,R- 434 Addition & Alterations,13 KERN RAMBLE,,,405 Final Mechanical,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2024-078795 MP,13,KERN RAMBLE,3122547,10078603,30.28911314,-97.71614637,"
,  
(30.28911314, -97.71614637)"
DeeAnn Afra,EP,R- 101 Single Family Houses,2905 NIAGARA DR,,,300 Electrical Slab,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2021-007178 EP,2905,NIAGARA,3077340,10099806,30.35024265,-97.85784789,"
,  
(30.35024265, -97.85784789)"
Jack Garcia,BP,C-1001 Commercial Finish Out,2011 SAN ANTONIO ST UNIT FLR1,,,109 TCO Occupancy,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2022-034275 BP,2011,SAN ANTONIO,3114171,10076309,30.28334633,-97.74284654,"
,  
(30.28334633, -97.74284654)"
Robin Quick,BP,R- 435 Renovations/Remodel,5817 TERRAVISTA DR,,,112 Final Building,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-141484 BP,5817,TERRAVISTA,3073644,10062044,30.24666347,-97.87221115,"
,  
(30.24666347, -97.87221115)"
Jonathan Herrin,MP,C-1000 Commercial Remodel,4430 MENCHACA RD,,3,402 Mechanical Vent,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-108412 MP,4430,MENCHACA,3099912,10056139,30.22880661,-97.78947077,"
,  
(30.22880661, -97.78947077)"
Hector Nava,BP,R- 101 Single Family Houses,9208 CALVERT WAY,,,104  Insulation,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-016268 BP,9208,CALVERT,3125669,10025250,30.14225339,-97.71024317,"
,  
(30.14225339, -97.71024317)"
Mike Franke,MP,R- 434 Addition & Alterations,12704 TIMBERSIDE DR,,,405 Final Mechanical,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-029108 MP,12704,TIMBERSIDE,3124144,10128355,30.42576994,-97.70736719,"
,  
(30.42576994, -97.70736719)"
Anthony Andrews,EP,Residential,8104 LORALINDA DR,,,305 Final Electric,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-048863 EP,8104,LORALINDA,3130171,10098273,30.34268706,-97.69051719,"
,  
(30.34268706, -97.69051719)"
Gerard Ambrose,EP,R- 434 Addition & Alterations,513 E 47TH ST,,,305 Final Electric,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-018804 EP,513,47TH,3120565,10085793,30.30900534,-97.72188958,"
,  
(30.30900534, -97.72188958)"
Steinberg Antonsson,PP,Residential,7405 CEDAR EDGE DR,,,521 Final Plumbing,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-035691 PP,7405,CEDAR EDGE,3129177,10044952,30.19618227,-97.69767197,"
,  
(30.19618227, -97.69767197)"
Levi Singleton,BP,R- 435 Renovations/Remodel,12208 BARRAS BRANCH DR,,411,101 Building Layout,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-028730 BP,12208,BARRAS BRANCH,3081672.129999995,10026573.079999998,30.14866701,-97.84930096,"
,  
(30.14866701, -97.84930096)"
Levi Singleton,BP,R- 435 Renovations/Remodel,12208 BARRAS BRANCH DR,,,112 Final Building,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-028730 BP,12208,BARRAS BRANCH,3081672.129999995,10026573.079999998,30.14866701,-97.84930096,"
,  
(30.14866701, -97.84930096)"
Victor Acquarola,MP,Residential,5213 KEENE CV,,,405 Final Mechanical,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-054859 MP,5213,KEENE,3081739,10108461,30.37376462,-97.84329081,"
,  
(30.37376462, -97.84329081)"
Michelle Riffe,PP,C-1000 Commercial Remodel,1612 S CONGRESS AVE,,,500 Plumbing Rough,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-027368 PP,1612,CONGRESS,3111953.253125,10063147.29625,30.24730859,-97.75083879,"
,  
(30.24730859, -97.75083879)"
Frank Nanyes,PP,Residential,2905 TERRAIN LN,,,521 Final Plumbing,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-046431 PP,2905,TERRAIN,3110237,10090584,30.32283754,-97.75425832,"
,  
(30.32283754, -97.75425832)"
Jason Samsel,PP,C-1000 Commercial Remodel,8201 E RIVERSIDE DR BLDG 6 UNIT 650,,,502 Plumbing Top Out,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-009460 PP,8201,RIVERSIDE,3133108,10052461,30.21656632,-97.6846668,"
,  
(30.21656632, -97.6846668)"
Hector Nava,MP,R- 101 Single Family Houses,9624 GOLDEN LION DR,,,405 Final Mechanical,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-144136 MP,9624,GOLDEN LION,3127111.69562501,10024781.96125,30.14087324,-97.70571539,"
,  
(30.14087324, -97.70571539)"
Hector Nava,EP,R- 101 Single Family Houses,9317 CORVALLIS DR,,,304 Temporary Electric,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-017186 EP,9317,CORVALLIS,3118059,10025252,30.14274997,-97.734311,"
,  
(30.14274997, -97.734311)"
Hector Nava,EP,R- 101 Single Family Houses,7413 PULLMAN CV,,,302 Electrical Grounding,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-044089 EP,7413,PULLMAN,3118524.669375,10025858.895625,30.14438829,-97.73279335,"
,  
(30.14438829, -97.73279335)"
Tannen Andrews,BP,C-1001 Commercial Finish Out,1600 W 38TH ST UNIT 318,,,112 Final Building,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-022785 BP,1600,38TH,3111782,10085670,30.30923108,-97.74972451,"
,  
(30.30923108, -97.74972451)"
Felicia Milligan,EP,R- 329 Res Structures Other Than Bldg,12715 RIVER BND,,,302 Electrical Grounding,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-040405 EP,12715,RIVER,3055978,10091646,30.32910027,-97.92611708,"
,  
(30.32910027, -97.92611708)"
Colby Gary,PP,R- 435 Renovations/Remodel,10904 PINEHURST DR UNIT A,,,521 Final Plumbing,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-037996 PP,10904,PINEHURST,3099480,10023252,30.13843221,-97.79321588,"
,  
(30.13843221, -97.79321588)"
Michelle Riffe,PP,R- 330  Accessory Use to Primary,101 LAGO VERDE DR,,,503 Plumbing Gas Rough,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2024-142457 PP,101,LAGO VERDE,3057143,10100400,30.35309527,-97.92182382,"
,  
(30.35309527, -97.92182382)"
Tannen Andrews,BP,C- 322 Service Station & Repair Garage,9220 W PARMER LN,,,100 Bldg Pre-Construction,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,PISCES FOODS LP,,2026-055876 BP,9220,PARMER,3105643,10146901,30.47793796,-97.76469374,"
,  
(30.47793796, -97.76469374)"
Jack Garcia,BP,C-1001 Commercial Finish Out,2011 SAN ANTONIO ST UNIT FLR25,,,109 TCO Occupancy,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2022-034300 BP,2011,SAN ANTONIO,3114171,10076309,30.28334633,-97.74284654,"
,  
(30.28334633, -97.74284654)"
Martin Johnsen,EP,Sign Permit,1000 E 41ST ST,,12,303 Electrical Sign,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,PACIFIC RETAIL TRUST ATTN PROPERTY TAX DEPT,,2024-020511 EP,1000,41ST,3121344,10082704,30.30046387,-97.71965158,"
,  
(30.30046387, -97.71965158)"
Martin Johnsen,EP,C-1001 Commercial Finish Out,400 W 6TH ST UNIT 3100,,2,301 Electrical Rough,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-012175 EP,400,6TH,3113178,10071163,30.26926429,-97.74637079,"
,  
(30.26926429, -97.74637079)"
Scott Roberts,BP,C- 105 Five or More Family Bldgs,7051 MEADOW LAKE BLVD - BLDG 17,,,111 Energy Final,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2024-003458 BP,7051,MEADOW LAKE,3111205,10037591,30.17710618,-97.75508356,"
,  
(30.17710618, -97.75508356)"
Jack Garcia,BP,C- 321 Pkg Garage Bldg & Open Deck,2011 SAN ANTONIO ST,,,109 TCO Occupancy,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,ROMAN CATHOLIC DIOCESE OF AUSTIN TEXAS,,2022-034274 BP,2011,SAN ANTONIO,3114171,10076309,30.28334633,-97.74284654,"
,  
(30.28334633, -97.74284654)"
Adrian Rios,PP,R- 103 Two Family Bldgs,8012 BIRD SONG CIR,,,505 Sewer Yard Line,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-049399 PP,8012,BIRD SONG,3093965.24062499,10041936.744375,30.19013896,-97.80931586,"
,  
(30.19013896, -97.80931586)"
Dan Kiser,EP,C-1000 Commercial Remodel,11410 JOLLYVILLE RD BLDG 1,,,305 Final Electric,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-019270 EP,11410,JOLLYVILLE,3111228,10123185,30.41239003,-97.7487177,"
,  
(30.41239003, -97.7487177)"
Frank Nanyes,EP,R- 101 Single Family Houses,5410 DUVAL ST BLDG 1,,,305 Final Electric,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-139748 EP,5410,DUVAL,3121849.5,10089205,30.3183014,-97.71756589,"
,  
(30.3183014, -97.71756589)"
Keith Cameron,EP,Commercial,10095 E US 290 HWY SVRD EB BLDG 2,,511,305 Final Electric,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-026109 EP,10095,US 290 HWY,3163323,10098585,30.34133623,-97.58542921,"
,  
(30.34133623, -97.58542921)"
Noe Rodriguez,EP,R- 103 Two Family Bldgs,1602 WEBBERVILLE RD--DUPLEX,,,301 Electrical Rough,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2024-113003 EP,1602,WEBBERVILLE,3134140,10075752,30.28052114,-97.67964155,"
,  
(30.28052114, -97.67964155)"
Noe Rodriguez,PP,R- 101 Single Family Houses,1410 PEREZ ST--BLDG 2,,102,502 Plumbing Top Out,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-161820 PP,1410,PEREZ,3130050.62,10075794.85,30.28090647,-97.69259013,"
,  
(30.28090647, -97.69259013)"
Joshua Ojeda,MP,C-1000 Commercial Remodel,1905 ALDRICH ST UNIT 220,,,400 Mechanical Rough,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-029764 MP,1905,ALDRICH,3125880,10081960,30.29812493,-97.70533794,"
,  
(30.29812493, -97.70533794)"
Timothy York,EP,C-1000 Commercial Remodel,2801 VIA FORTUNA UNIT 150,,,305 Final Electric,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-004570 EP,2801,VIA FORTUNA,3096427.2,10064517.9,30.25205776,-97.79989793,"
,  
(30.25205776, -97.79989793)"
Keith Cameron,EP,C- 105 Five or More Family Bldgs,11901 DIONDA LN BLDG 2,,511,305 Final Electric,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2023-109090 EP,11901,DIONDA,3150877,10047524,30.20182014,-97.62880719,"
,  
(30.20182014, -97.62880719)"
Jack Garcia,BP,C-1000 Commercial Remodel,8701 WALL ST UNIT 980,,,112 Final Building,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-031679 BP,8701,WALL,3136236,10097434,30.33998321,-97.6713596,"
,  
(30.33998321, -97.6713596)"
LaShondra Washington,CC,Code Enforcement,4148 STAGGERBRUSH RD,5,,Initial Response/Site Investigation,Open,2026-05-11T00:00:00.000,2026-05-18T00:00:00.000,,,2026-058309 CC,,,,,,,
Martin Johnsen,EP,C-1000 Commercial Remodel,4900 MUELLER BLVD UNIT 200,,17,301 Electrical Rough,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-028193 EP,4900,MUELLER,3125557,10083907,30.30349787,-97.70621545,"
,  
(30.30349787, -97.70621545)"
Adrian Rios,PP,R- 103 Two Family Bldgs,8014 BIRD SONG CIR,,,510 Sewer Tap,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-049400 PP,8014,BIRD SONG,3093924.61562499,10041931.535625,30.19012718,-97.80944478,"
,  
(30.19012718, -97.80944478)"
Gerard Ambrose,EP,R- 434 Addition & Alterations,602 IRMA DR BLDG 2,,,301 Electrical Rough,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-033089 EP,602,IRMA,3121207.25,10093980,30.33146862,-97.71924522,"
,  
(30.33146862, -97.71924522)"
DeeAnn Afra,BP,R- 434 Addition & Alterations,4905 CANYONWOOD DR,,,105 Wallboard,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-124704 BP,4905,CANYONWOOD,3087686,10061019,30.242984,-97.82782507,"
,  
(30.242984, -97.82782507)"
Noe Rodriguez,BP,R- 101 Single Family Houses,1141 WEBBERVILLE RD BLDG 1,,,619 Pre-Construction Tree/Environmental Inspection,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-129105 BP,1141,WEBBERVILLE,3131574,10074193,30.27640377,-97.68788597,"
,  
(30.27640377, -97.68788597)"
DeeAnn Afra,BP,R- 330  Accessory Use to Primary,101 LAGO VERDE DR,,,103 Framing,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,SRIVATHANAKUL FAMILY REVOCABLE LIVING TRUST,,2024-142457 BP,101,LAGO VERDE,3057143,10100400,30.35309527,-97.92182382,"
,  
(30.35309527, -97.92182382)"
Victor Acquarola,PP,R- 101 Single Family Houses,10500 FOUNDATION RD,,,502 Plumbing Top Out,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-011782 PP,10500,FOUNDATION,3084919.22687501,10133823.376875,30.44328749,-97.83139968,"
,  
(30.44328749, -97.83139968)"
Hector Nava,BP,R- 435 Renovations/Remodel,6729 ASHEN LN,,,112 Final Building,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-148800 BP,6729,ASHEN,3115042,10027196,30.14828711,-97.74370971,"
,  
(30.14828711, -97.74370971)"
Hector Nava,PP,R- 101 Single Family Houses,8808 BREEZE HILL DR,,,505 Sewer Yard Line,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-003249 PP,8808,BREEZE HILL,3124570,10026434,30.14557917,-97.71363074,"
,  
(30.14557917, -97.71363074)"
Levi Singleton,BP,R- 435 Renovations/Remodel,3316 BANKSIDE ST,,411,102 Foundation,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-029323 BP,3316,BANKSIDE,3082560,10034193,30.1695587,-97.84595366,"
,  
(30.1695587, -97.84595366)"
Robin Quick,PP,R- 329 Res Structures Other Than Bldg,7005 TWILIGHT MESA DR,,,521 Final Plumbing,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-135029 PP,7005,TWILIGHT MESA,3070346,10053463,30.2232752,-97.88325175,"
,  
(30.2232752, -97.88325175)"
Gerard Ambrose,EP,R- 434 Addition & Alterations,7607 CRESTON LN,,,302 Electrical Grounding,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-000873 EP,7607,CRESTON,3123845,10098060,30.34251319,-97.71058167,"
,  
(30.34251319, -97.71058167)"
Gerard Ambrose,EP,R- 101 Single Family Houses,7607 CRESTON LN BLDG 2,,,300 Electrical Slab,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-000874 EP,7607,CRESTON,3123844.5,10098060,30.34251322,-97.71058325,"
,  
(30.34251322, -97.71058325)"
Mike Franke,PP,Residential,13247 ARMAGA SPRINGS RD,,,505 Sewer Yard Line,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-054476 PP,13247,ARMAGA SPRINGS,3128833,10128803,30.42669623,-97.69246017,"
,  
(30.42669623, -97.69246017)"
Jim Richerson,BP,R- 434 Addition & Alterations,6107 TWIN LEDGE CV,,,105 Wallboard,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-013773 BP,6107,TWIN LEDGE,3102774,10100331,30.35010436,-97.77719596,"
,  
(30.35010436, -97.77719596)"
Victor Acquarola,EP,R- 434 Addition & Alterations,10907 SIERRA OAKS,,,305 Final Electric,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-097819 EP,10907,SIERRA OAKS,3106534,10124177,30.4154159,-97.7635323,"
,  
(30.4154159, -97.7635323)"
Aaron Hibbs,PP,Commercial,8705 DECKER LAKE RD,,,521 Final Plumbing,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,DECKER LAKE PROPERTY LLC,,2025-015715 PP,8705,DECKER LAKE,3151295,10078835,30.28785897,-97.62507162,"
,  
(30.28785897, -97.62507162)"
Jason Samsel,PP,C-1000 Commercial Remodel,4512 S PLEASANT VALLEY RD,,,500 Plumbing Rough,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-032634 PP,4512,PLEASANT VALLEY,3114142,10047446,30.2040084,-97.74506582,"
,  
(30.2040084, -97.74506582)"
Hector Nava,EP,R- 101 Single Family Houses,7404 PULLMAN CV,,,302 Electrical Grounding,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-035841 EP,7404,PULLMAN,3118530,10026037,30.14487753,-97.73276332,"
,  
(30.14487753, -97.73276332)"
Don Welch,PP,C-1000 Commercial Remodel,206 E 9TH ST UNIT 1503,,,502 Plumbing Top Out,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-053184 PP,206,9TH,3115249,10071695,30.2705941,-97.73977297,"
,  
(30.2705941, -97.73977297)"
Tannen Andrews,BP,C-1000 Commercial Remodel,5606 ROOSEVELT AVE UNIT 210,,,105 Wallboard,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-085772 BP,5606,ROOSEVELT,3117069,10092590,30.32791441,-97.73246184,"
,  
(30.32791441, -97.73246184)"
Levi Singleton,BP,R- 435 Renovations/Remodel,3316 BANKSIDE ST,,411,101 Building Layout,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-029323 BP,3316,BANKSIDE,3082560,10034193,30.1695587,-97.84595366,"
,  
(30.1695587, -97.84595366)"
Brandon Smith,CC,Code Enforcement,8117 WILLET TRAIL,5,,Initial Response/Site Investigation,Open,2026-05-11T00:00:00.000,2026-05-18T00:00:00.000,HNEITI RUMZY,,2026-058281 CC,8117,WILLET,3087966,10044071,30.1963786,-97.82814718,"
,  
(30.1963786, -97.82814718)"
Kristina Lunde,CC,Code Enforcement,1124 SPUR STREET,5,,Initial Response/Site Investigation,Open,2026-05-11T00:00:00.000,2026-05-18T00:00:00.000,CARMONA JOE ARTHUR & ROSITA A,,2026-058293 CC,1124,SPUR,3131419,10072293,30.27119116,-97.68851996,"
,  
(30.27119116, -97.68851996)"
Hector Nava,BP,R- 435 Renovations/Remodel,2502 MAGIN MEADOW DR,,,102 Foundation,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-153724 BP,2502,MAGIN MEADOW,3109157,10038537,30.17983691,-97.76149389,"
,  
(30.17983691, -97.76149389)"
Levi Singleton,PP,Residential,4911 BUCKSKIN PASS,,,521 Final Plumbing,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,MCKAY ELIZABETH,,2026-050581 PP,4911,BUCKSKIN,3098015,10054095,30.22330706,-97.79562346,"
,  
(30.22330706, -97.79562346)"
Philip Sughrue,PP,C-1000 Commercial Remodel,7800 N MOPAC EXPY SVRD SB UNIT 250,,,501 Plumbing Pre-pour,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-148912 PP,7800,MOPAC EXPY,3112540,10104938,30.36214765,-97.74590293,"
,  
(30.36214765, -97.74590293)"
Aaron Janke,CC,Code Enforcement,4505 KITTY AVENUE,5,,Initial Response/Site Investigation,Open,2026-05-11T00:00:00.000,2026-05-18T00:00:00.000,DAVIS REGINALD DELANE,,2026-058284 CC,4505,KITTY,3132325,10076820,30.28357578,-97.68530944,"
,  
(30.28357578, -97.68530944)"
Martin Johnsen,EP,C-1000 Commercial Remodel,1210 SAN ANTONIO ST,,5,305 Final Electric,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-094595 EP,1210,SAN ANTONIO,3113497,10073702,30.27622322,-97.74517346,"
,  
(30.27622322, -97.74517346)"
Martin Johnsen,EP,"C- 437 Addn, Alter, Convn-NonRes",1610 DUNGAN LN,,,301 Electrical Rough,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-004811 EP,1610,DUNGAN,3135785,10101554,30.351338,-97.67247649,"
,  
(30.351338, -97.67247649)"
Jason Samsel,PP,Residential,13303 RINDLE REACH DR,,,506 Water Yard Line,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-002316 PP,13303,RINDLE REACH,3104695.60250001,10007630.645625,30.09516333,-97.77785624,"
,  
(30.09516333, -97.77785624)"
Hector Nava,EP,R- 101 Single Family Houses,8806 BREEZE HILL DR,,,300 Electrical Slab,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-002107 EP,8806,BREEZE HILL,3124559,10026515,30.14580253,-97.71365949,"
,  
(30.14580253, -97.71365949)"
Michelle Riffe,PP,C-1000 Commercial Remodel,1100 S LAMAR BLVD UNIT 1125,,,504 Interior Water Line,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-013698 PP,1100,LAMAR,3108189,10066117,30.25571158,-97.7625396,"
,  
(30.25571158, -97.7625396)"
Timothy York,EP,Sign Permit,9911 BRODIE LN,,,303 Electrical Sign,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,RANDALLS FOOD & DRUGS LP,,2025-158680 EP,9911,BRODIE,3081605,10039615,30.18452182,-97.84859174,"
,  
(30.18452182, -97.84859174)"
Noe Rodriguez,EP,R- 101 Single Family Houses,11008 GOLDEN CLOUD BND,,9,304 Temporary Electric,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-033831 EP,11008,GOLDEN CLOUD,3167736,10094771,30.33055201,-97.57174413,"
,  
(30.33055201, -97.57174413)"
Bob Reed,BP,R- 434 Addition & Alterations,13 KERN RAMBLE,,,105 Wallboard,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2024-078795 BP,13,KERN RAMBLE,3122547,10078603,30.28911314,-97.71614637,"
,  
(30.28911314, -97.71614637)"
Michael Larner,CC,Code Enforcement,2704 FRENCH PLACE Unit N,3,,Initial Response/Site Investigation,Open,2026-05-11T00:00:00.000,2026-05-14T00:00:00.000,,,2026-058316 CC,2704,FRENCH,3121046,10076861,30.28442167,-97.72103035,"
,  
(30.28442167, -97.72103035)"
Noe Rodriguez,EP,R- 101 Single Family Houses,17116 WIND CHIME DR,,14,304 Temporary Electric,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-012893 EP,17116,WIND CHIME,3175791,10082057,30.29505228,-97.54722932,"
,  
(30.29505228, -97.54722932)"
Keith Cameron,EP,C- 329 Com Structures Other Than Bldg,8022 THAXTON RD,,511,300 Electrical Slab,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-036491 EP,8022,THAXTON,3115495,10030533,30.15743091,-97.74203102,"
,  
(30.15743091, -97.74203102)"
Levi Singleton,EP,Residential,1200 BRUS BND,,,304 Temporary Electric,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-047905 EP,1200,BRUS,3092333.87875,10034300.5425,30.16924973,-97.81502508,"
,  
(30.16924973, -97.81502508)"
Frank Nanyes,EP,R- 101 Single Family Houses,5313 AVENUE F BLDG 2,,,304 Temporary Electric,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-057631 EP,5313,AVENUE F,3120937,10089239,30.31845382,-97.72045456,"
,  
(30.31845382, -97.72045456)"
Jack Garcia,BP,C-1001 Commercial Finish Out,2011 SAN ANTONIO ST UNIT FLR27,,,109 TCO Occupancy,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2022-034302 BP,2011,SAN ANTONIO,3114171,10076309,30.28334633,-97.74284654,"
,  
(30.28334633, -97.74284654)"
Gerard Ambrose,BP,R- 434 Addition & Alterations,602 IRMA DR BLDG 2,,,103 Framing,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-033089 BP,602,IRMA,3121207.25,10093980,30.33146862,-97.71924522,"
,  
(30.33146862, -97.71924522)"
Anthony Andrews,BP,R- 435 Renovations/Remodel,3520 STEPHANS ST,,,101 Building Layout,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-047177 BP,3520,STEPHANS,3153018,10117507,30.39404445,-97.61662226,"
,  
(30.39404445, -97.61662226)"
Colby Gary,BP,R- 101 Single Family Houses,4608 LAVA ISLAND DR,,,103 Framing,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-027723 BP,4608,LAVA ISLAND,3099770,10018228,30.12460383,-97.79266168,"
,  
(30.12460383, -97.79266168)"
Noe Rodriguez,BP,R- 434 Addition & Alterations,3207 E 16TH ST,,,111 Energy Final,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-116533 BP,3207,16TH,3127290,10075276,30.27966012,-97.70137245,"
,  
(30.27966012, -97.70137245)"
Hector Nava,PP,R- 101 Single Family Houses,6005 ROTUNDA VW,,,500 Plumbing Rough,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-036109 PP,6005,ROTUNDA,3111763,10026303,30.14604186,-97.75414632,"
,  
(30.14604186, -97.75414632)"
Steinberg Antonsson,EP,Residential,12413 SAINT THOMAS DR,,,305 Final Electric,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-052161 EP,12413,SAINT THOMAS,3154011,10039750,30.18024145,-97.61948979,"
,  
(30.18024145, -97.61948979)"
Jack Garcia,BP,C-1000 Commercial Remodel,701 W LONGSPUR BLVD BLDG 7,,,112 Final Building,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2026-044888 BP,701,LONGSPUR,3129181,10106923,30.36652906,-97.69300392,"
,  
(30.36652906, -97.69300392)"
Hector Nava,BP,R- 435 Renovations/Remodel,9120 IPSWICH BAY DR,,,112 Final Building,,2026-05-11T00:00:00.000,2026-05-11T00:00:00.000,,,2025-149589 BP,9120,IPSWICH BAY,3113637,10027600,30.14948748,-97.74812387,"
,  
(30.14948748, -97.74812387)"
Dana Brockington,CC,Code Enforcement,8001 W SH 71,2,,Initial Response/Site Investigation,Open,2026-05-11T00:00:00.000,2026-05-12T00:00:00.000,C F SETTLERS CREEK ASSOCIATES,,2026-058311 CC,8001,SH 71,3069471,10061149,30.24445633,-97.88548605,"
,  
(30.24445633, -97.88548605)"
