case_id,priority,status,address,house_number,street_name,city,state,zip_code,opened_date,closed_date,department,case_type,description,inspector,date_updated,last_update,violationcasenumber,violationcaselink,parcelid,location,latitude,longitude,repeatoffenderrelated,shorttermrentalrelated,servicerequestnumber,reportedby
2026-051746 CC,5,Closed,7301 S IH 35 SERVICE ROAD,7301,S IH 35 SVRD,AUSTIN,TX,78744,2026-04-27T00:00:00.000,2026-04-28T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Trey Kleinert|512-720-8972,2026-04-28T00:00:00.000,Closed/Duplicate Case,,,0426070601,"(30.18350663, -97.77416045)",30.18350663,-97.77416045,No,,26-00130479,Complainant
2026-051730 CC,5,Closed,2018 W RUNDBERG LANE,2018,W RUNDBERG LN,AUSTIN,TX,78758,2026-04-27T00:00:00.000,2026-05-04T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Michael Barba|512-974-9030,2026-05-04T00:00:00.000,Referred to Appropriate Agency,,,0245080401,"(30.37380481, -97.71878272)",30.37380481,-97.71878272,No,,26-00130440,Complainant
2026-051517 CC,5,Closed,5106 ROB SCOTT STREET,5106,ROB SCOTT ST,AUSTIN,TX,78721,2026-04-27T00:00:00.000,2026-05-07T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Kristina Lunde|(512) 884-8718,2026-05-07T00:00:00.000,Closed due to Voluntary Compliance,2026 053148-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695239,0212210835,"(30.28175299, -97.6794936)",30.28175299,-97.6794936,No,,26-00129940,Anonymous
2026-051865 CC,5,Active,6314 FM 969 ROAD,6314,FM 969 RD,AUSTIN,TX,78724,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Gavin Peka|(512) 645-5797,2026-05-07T00:00:00.000,Follow-up Inspection,2026 052331-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13694352,0213280918,"(30.28560099, -97.66057892)",30.28560099,-97.66057892,No,,26-00130651,Complainant
2026-052180 CC,2,Closed,1600 E 3RD STREET ELEV2,1600,E 3RD ST,AUSTIN,TX,78702,2026-04-27T00:00:00.000,2026-04-30T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Ralph Johnson|(512) 945-9196,2026-04-30T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0204080201,"(30.26052444, -97.72659411)",30.26052444,-97.72659411,No,,26-00131403,Anonymous
2026-052168 CC,2,Closed,8900 N IH 35 SERVICE ROAD,8900,N IH 35 SVRD,AUSTIN,TX,78753,2026-04-27T00:00:00.000,2026-04-29T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Crystal Mendez|(512) 423-8709,2026-04-29T00:00:00.000,Closed/Duplicate Case,,,0234111501,"(30.35353282, -97.6927032)",30.35353282,-97.6927032,Yes,,26-00131326,Complainant
2026-052132 CC,2,Closed,PARELL PATH and NUCKOLS CROSSING RD,,,,,,2026-04-27T00:00:00.000,2026-04-28T00:00:00.000,Code Enforcement,Complaints,Property Abatement,|512-803-5605,2026-04-28T00:00:00.000,No Violation(s) Found/Inspection Performed,,,,,,,No,,26-00131149,Complainant
2026-052147 CC,4,Closed,908 STOBAUGH ST,,,,,,2026-04-27T00:00:00.000,2026-04-28T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),|512-964-5585,2026-04-28T00:00:00.000,Referred to Appropriate Agency,,,,,,,No,,26-00131210,Complainant
2026-051720 CC,5,Closed,1155 CHICON STREET,1155,CHICON ST,AUSTIN,TX,78702,2026-04-27T00:00:00.000,2026-05-06T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Roshanna Blakemore|(512) 974-1973,2026-05-06T00:00:00.000,Inspection Performed/Abated by Community Court,,,0208092413,"(30.27009692, -97.7189623)",30.27009692,-97.7189623,No,,26-00130410,Complainant
2026-051930 CC,3,Closed,6201 SNEED COVE Unit 110,6201,SNEED CV,AUSTIN,TX,78744,2026-04-27T00:00:00.000,2026-04-29T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Jason Ortiz|(512) 632-8736,2026-04-29T00:00:00.000,Cancelled,,,0421050101,"(30.19394123, -97.76344868)",30.19394123,-97.76344868,Yes,,26-00130763,Complainant
2026-051738 CC,5,Closed,11307 YUCCA DRIVE,11307,YUCCA DR,AUSTIN,TX,78759,2026-04-27T00:00:00.000,2026-04-27T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Keenan Curry|512-952-8667,2026-04-27T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0164091005,"(30.42627197, -97.77857184)",30.42627197,-97.77857184,No,,26-00130467,Complainant
2026-051822 CC,2,Active,7809 TOPAWA COVE,7809,TOPAWA CV,AUSTIN,TX,78729,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Lauren Taggart|512-964-2657,2026-05-05T00:00:00.000,Send CV Notice,2026 055758-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13698249,R066423,"(30.43877091, -97.76778331)",30.43877091,-97.76778331,No,,26-00130603,Complainant
2026-052085 CC,5,Closed,1108 NUECES STREET,1108,NUECES ST,AUSTIN,TX,78701,2026-04-27T00:00:00.000,2026-05-07T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Ralph Johnson|(512) 945-9196,2026-05-07T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0208001708,"(30.2751031, -97.74677202)",30.2751031,-97.74677202,No,,26-00130997,Complainant
2026-051548 CC,5,Active,12400 TREE LINE DRIVE,12400,TREE LINE DR,AUSTIN,TX,78729,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Gabriel Martinez|(512) 949-0966,2026-04-30T00:00:00.000,Send CV Notice,2026 054198-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13696461,R074025,"(30.44775665, -97.77576191)",30.44775665,-97.77576191,No,,26-00130035,Complainant
2026-051622 CC,2,Closed,913 CARDINAL LANE,913,CARDINAL LN,AUSTIN,TX,78704,2026-04-27T00:00:00.000,2026-04-29T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Roman Lopez|(512) 415-8397,2026-04-29T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0405060411,"(30.23363078, -97.77002592)",30.23363078,-97.77002592,No,,26-00130182,Anonymous
2026-051576 CC,2,Active,4821 E RIVERSIDE DRIVE,4821,E RIVERSIDE DR,AUSTIN,TX,78741,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Patricia Perez|512-974-9812,2026-05-05T00:00:00.000,Inspection Performed,,,0308100301,"(30.23059966, -97.71831164)",30.23059966,-97.71831164,No,,26-00130069,Complainant
2026-052173 CC,4,Closed,5410 SALEM HILL DRIVE,5410,SALEM HILL DR,AUSTIN,TX,78745,2026-04-27T00:00:00.000,2026-04-29T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Monroe Yarbrough|(512) 788-3046,2026-04-29T00:00:00.000,Referred to Appropriate Agency,,,0414140613,"(30.21358182, -97.78909904)",30.21358182,-97.78909904,No,,26-00131362,Complainant
2026-051508 CC,5,Closed,910 BOULDIN AVENUE,910,BOULDIN AVE,AUSTIN,TX,78704,2026-04-27T00:00:00.000,2026-04-29T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Roman Lopez|(512) 415-8397,2026-04-29T00:00:00.000,Referred to Appropriate Agency,,,0102020707,"(30.25583322, -97.75613678)",30.25583322,-97.75613678,No,,26-00129902,Complainant
2026-052135 CC,2,Active,9210 NORTHGATE BLVD,9210,NORTHGATE BLVD,AUSTIN,TX,78758,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Jose Castillo|,2026-04-29T00:00:00.000,Information Update,2026 053512-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695640,0244110102,"(30.37184787, -97.71620073)",30.37184787,-97.71620073,No,,26-00131165,Complainant
2026-051566 CC,5,Active,2005 DEXTER STREET,2005,DEXTER ST,AUSTIN,TX,78704,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Andres De La Vera|(512) 974-1958,2026-04-29T00:00:00.000,Send CV Notice,2026 053307-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695408,0103060309,"(30.25965623, -97.77012387)",30.25965623,-97.77012387,No,,26-00130057,Anonymous
2026-051877 CC,2,Closed,6607 GUADALUPE STREET,6607,GUADALUPE ST,AUSTIN,TX,78752,2026-04-27T00:00:00.000,2026-04-28T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Sylvia Villarreal|512-774-8243,2026-04-28T00:00:00.000,Cancelled,,,0229110501,"(30.33253722, -97.71769832)",30.33253722,-97.71769832,No,,26-00130670,Complainant
2026-051491 CC,5,Closed,9416 NORTH CREEK DRIVE,9416,NORTH CREEK DR,AUSTIN,TX,78753,2026-04-27T00:00:00.000,2026-04-30T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Jose Castillo|,2026-04-30T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0240170218,"(30.36148925, -97.69121354)",30.36148925,-97.69121354,No,,26-00129831,Anonymous
2026-051764 CC,2,Active,5006 BAKER STREET,5006,BAKER ST,AUSTIN,TX,78721,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Kristina Lunde|(512) 884-8718,2026-04-27T00:00:00.000,Send CV Notice,2026 052025-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13694002,0212212001,"(30.28299199, -97.67887551)",30.28299199,-97.67887551,No,,26-00130504,Anonymous
2026-051743 CC,2,Closed,7714 W SH 71,7714,W SH 71,AUSTIN,TX,78735,2026-04-27T00:00:00.000,2026-04-28T00:00:00.000,Code Enforcement,Complaints,Property Abatement,LaShondra Washington|(512) 552-8271,2026-04-28T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0404400618,"(30.2430461, -97.88221164)",30.2430461,-97.88221164,No,,26-00130476,Complainant
2026-052140 CC,2,Active,7301 LUNAR DRIVE,7301,LUNAR DR,AUSTIN,TX,78745,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Micheal Ezimako|512-939-8190,2026-04-28T00:00:00.000,Inspection Performed,,,0422120610,"(30.18831593, -97.78638635)",30.18831593,-97.78638635,No,Yes,26-00131185,Complainant
2026-051638 CC,5,Closed,2205 WIRTZ AVENUE,2205,WIRTZ AVE,AUSTIN,TX,78704,2026-04-27T00:00:00.000,2026-04-29T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Kendrick Barnett|(512) 974-1354,2026-04-29T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0402040101,"(30.24603239, -97.76579084)",30.24603239,-97.76579084,No,,26-00130202,Complainant
2026-051641 CC,2,Active,10309 FAYLIN DRIVE,10309,FAYLIN DR,AUSTIN,TX,78753,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Jose Castillo|,2026-04-30T00:00:00.000,Information Update,2026 054201-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13696464,0241260208,"(30.36282912, -97.66995832)",30.36282912,-97.66995832,No,,26-00130221,Complainant
2026-051629 CC,5,Active,1304 SUMMER OAKS DRIVE,1304,SUMMER OAKS DR,AUSTIN,TX,78704,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Kendrick Barnett|(512) 974-1354,2026-05-04T00:00:00.000,Inspection Performed,,,0406090603,"(30.23073392, -97.77769477)",30.23073392,-97.77769477,No,,26-00130192,Complainant
2026-051687 CC,4,Closed,9815 N LAMAR BOULEVARD,9815,N LAMAR BLVD,AUSTIN,TX,78753,2026-04-27T00:00:00.000,2026-04-30T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Jose Castillo|,2026-04-30T00:00:00.000,Closed/Duplicate Case,,,0244180507,"(30.36780284, -97.69355584)",30.36780284,-97.69355584,No,,26-00130320,Complainant
2026-051608 CC,2,Active,6108 E RIVERSIDE DRIVE,6108,E RIVERSIDE DR,AUSTIN,TX,78741,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Aaron Robinson|512-783-5493,2026-04-29T00:00:00.000,Inspection Performed,,,0308140802,"(30.22617665, -97.70538899)",30.22617665,-97.70538899,No,,26-00130150,Complainant
2026-051618 CC,5,Closed,8401 SEMINARY RIDGE DRIVE,8401,SEMINARY RIDGE DR,AUSTIN,TX,78745,2026-04-27T00:00:00.000,2026-05-01T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Brandon Smith|,2026-05-01T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0422210818,"(30.19371146, -97.8224225)",30.19371146,-97.8224225,No,,26-00130170,Anonymous
2026-051519 CC,5,Closed,771 AIRPORT BOULEVARD,771,AIRPORT BLVD,AUSTIN,TX,78721,2026-04-27T00:00:00.000,2026-04-28T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Kristina Lunde|(512) 884-8718,2026-04-28T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0202170212,"(30.25471771, -97.69231356)",30.25471771,-97.69231356,No,,26-00129941,Complainant
2026-051531 CC,5,Closed,5602 SHOAL EDGE COURT,5602,SHOAL EDGE CT,AUSTIN,TX,78756,2026-04-27T00:00:00.000,2026-05-01T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Kenneth Nettle|512-964-5585,2026-05-01T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0230010539,"(30.33359953, -97.74810805)",30.33359953,-97.74810805,No,,26-00129990,Complainant
2026-051516 CC,5,Closed,4900 W SLAUGHTER LN,,,,,,2026-04-27T00:00:00.000,2026-05-01T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),|,2026-05-01T00:00:00.000,Inspection Performed/Abated by Inspector,,,,,,,No,,26-00129933,Anonymous
2026-051677 CC,2,Active,4900 E OLTORF STREET 1133,4900,E OLTORF ST,AUSTIN,TX,78741,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Kristina Lunde|(512) 884-8718,2026-05-07T00:00:00.000,Contact Performed,,,0310080101,"(30.22321311, -97.72145383)",30.22321311,-97.72145383,No,,26-00130310,Complainant
2026-051927 CC,2,Active,5218 TAHOE TRAIL,5218,TAHOE TRL,AUSTIN,TX,78745,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Monroe Yarbrough|(512) 788-3046,2026-04-28T00:00:00.000,Send CV Notice,2026 052231-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13694232,0410131212,"(30.2246893, -97.80390701)",30.2246893,-97.80390701,No,,26-00130755,Complainant
2026-051792 CC,5,Active,2939 E 14TH STREET,2939,E 14TH ST,AUSTIN,TX,78702,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Michael Larner|512-765-2858,2026-04-28T00:00:00.000,Send CV Notice,2026 052391-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13694419,0210140209,"(30.27789025, -97.7057272)",30.27789025,-97.7057272,No,,26-00130562,Complainant
2026-051540 CC,5,Closed,6300 GARDEN VIEW DRIVE,6300,GARDEN VIEW DR,AUSTIN,TX,78724,2026-04-27T00:00:00.000,2026-04-27T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Gavin Peka|(512) 645-5797,2026-04-27T00:00:00.000,Closed/Duplicate Case,,,0215280625,"(30.2906395, -97.65832863)",30.2906395,-97.65832863,No,,26-00130020,Anonymous
2026-051808 CC,2,Closed,903 SPRINGDALE ROAD,903,SPRINGDALE RD,AUSTIN,TX,78702,2026-04-27T00:00:00.000,2026-05-07T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Hayden Aston|,2026-05-07T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0204160910,"(30.26084688, -97.69839066)",30.26084688,-97.69839066,No,,26-00130575,Complainant
2026-051929 CC,5,Closed,5204 NUCKOLS CROSSING ROAD,5204,NUCKOLS CROSSING RD,AUSTIN,TX,78744,2026-04-27T00:00:00.000,2026-04-29T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Geoff Glass|(512) 460-9142,2026-04-29T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0322030308,"(30.19359969, -97.7390125)",30.19359969,-97.7390125,No,,26-00130761,Complainant
2026-051575 CC,2,Active,500 E 41ST STREET,500,E 41ST ST,AUSTIN,TX,78751,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Andres De La Vera|(512) 974-1958,2026-04-27T00:00:00.000,Send CV Notice,2026 051928-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13693905,0220080510,"(30.30236697, -97.72734353)",30.30236697,-97.72734353,No,,26-00130068,Complainant
2026-051584 CC,2,Closed,3700 MENCHACA ROAD Unit 102,3700,MENCHACA RD,AUSTIN,TX,78704,2026-04-27T00:00:00.000,2026-05-06T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Ieshea Young|,2026-05-06T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0404110148,"(30.23658812, -97.78439741)",30.23658812,-97.78439741,No,,26-00130103,Complainant
2026-052056 CC,5,Closed,2003 CANTERBURY STREET,2003,CANTERBURY ST,AUSTIN,TX,78702,2026-04-27T00:00:00.000,2026-04-28T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Sheila Doyle|(512) 695-9457,2026-04-28T00:00:00.000,Closed/Duplicate Case,,,0202080702,"(30.25458227, -97.72395711)",30.25458227,-97.72395711,No,,26-00130946,Complainant
2026-052137 CC,5,Closed,12807 SILVER CREEK DRIVE,12807,SILVER CREEK DR,AUSTIN,TX,78727,2026-04-27T00:00:00.000,2026-05-08T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Lauren Taggart|512-964-2657,2026-05-08T00:00:00.000,Closed due to Voluntary Compliance,2026 052559-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13694609,0266102325,"(30.42851557, -97.71305604)",30.42851557,-97.71305604,No,,26-00131175,Complainant
2026-051913 CC,5,Closed,1305 CONCHO STREET,1305,CONCHO ST,AUSTIN,TX,78702,2026-04-27T00:00:00.000,2026-04-30T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Hayden Aston|,2026-04-30T00:00:00.000,Closed/Duplicate Case,,,0209070908,"(30.27473664, -97.72300356)",30.27473664,-97.72300356,No,,26-00130727,Anonymous
2026-051890 CC,5,Closed,906 CHRISTOPHER STREET,906,CHRISTOPHER ST,AUSTIN,TX,78704,2026-04-27T00:00:00.000,2026-04-28T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Kyle Shebby|(512) 974-1459,2026-04-28T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0102020711,"(30.25569573, -97.75668536)",30.25569573,-97.75668536,No,,26-00130691,Complainant
2026-051817 CC,2,Active,6103 MANOR ROAD Unit 114,6103,MANOR RD,AUSTIN,TX,78723,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Aaron Janke|(512) 945-8356,2026-04-30T00:00:00.000,CV Violation(s) Found/Inspection Performed,2026 054020-CV,,0221220334,"(30.30755468, -97.67805181)",30.30755468,-97.67805181,No,,26-00130592,Complainant
2026-051694 CC,2,Active,311 BOWIE STREET,311,BOWIE ST,AUSTIN,TX,78701,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Edmond Su|512-954-2742,2026-05-01T00:00:00.000,Send CV Notice,2026 052030-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13694007,0107003101,"(30.26922738, -97.75299723)",30.26922738,-97.75299723,No,,26-00130344,Complainant
2026-052142 CC,5,Active,12809 SILVER CREEK DRIVE,12809,SILVER CREEK DR,AUSTIN,TX,78727,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Lauren Taggart|512-964-2657,2026-05-08T00:00:00.000,Follow-up Inspection,2026 053395-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695510,0266102301,"(30.42872325, -97.71299009)",30.42872325,-97.71299009,No,,26-00131189,Complainant
2026-051528 CC,5,Closed,6917 SHANNON DRIVE,6917,SHANNON DR,AUSTIN,TX,78724,2026-04-27T00:00:00.000,2026-05-04T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Desmond Waites|(512) 944-5788,2026-05-04T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0219361504,"(30.30154149, -97.64122395)",30.30154149,-97.64122395,No,,26-00129979,Anonymous
2026-051559 CC,5,Closed,1808 E CESAR CHAVEZ STREET,1808,E CESAR CHAVEZ ST,AUSTIN,TX,78702,2026-04-27T00:00:00.000,2026-04-28T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Sheila Doyle|(512) 695-9457,2026-04-28T00:00:00.000,Closed/Duplicate Case,,,0202071012,"(30.25749671, -97.72485732)",30.25749671,-97.72485732,No,,26-00130049,Complainant
2026-052125 CC,5,Closed,PECAN BROOK DR and CHISOS PASS,,,,,,2026-04-27T00:00:00.000,2026-05-04T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),|(512) 944-5788,2026-05-04T00:00:00.000,No Violation(s) Found/Inspection Performed,,,,,,,No,,26-00131077,Anonymous
2026-052068 CC,5,Active,500 HARDIN CT,500,HARDIN CT,AUSTIN,TX,78753,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,|,2026-05-07T00:00:00.000,Information Update,2026 057639-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13700397,0243210461,"(30.36852258, -97.68404277)",30.36852258,-97.68404277,No,,26-00130969,Complainant
2026-051726 CC,5,Active,6806 MESA DRIVE,6806,MESA DR,AUSTIN,TX,78731,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Brian Eberwine|512-964-2832,2026-05-05T00:00:00.000,Send CV Notice,2026 055833-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13698330,0139060507,"(30.35734675, -97.76814304)",30.35734675,-97.76814304,No,,26-00130436,Complainant
2026-051553 CC,2,Active,12118 WALNUT PARK CROSSING Unit 1011,12118,WALNUT PARK XING,AUSTIN,TX,78753,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Lauren Taggart|512-964-2657,2026-04-29T00:00:00.000,Send CV Notice,2026 053198-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695295,0254230303,"(30.39295402, -97.67684845)",30.39295402,-97.67684845,No,,26-00130042,Complainant
2026-052075 CC,5,Active,2112 QUICKSILVER BOULEVARD,2112,QUICKSILVER BLVD,AUSTIN,TX,78744,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,David Espinoza|(512) 974-3239,2026-05-01T00:00:00.000,Inspection Performed,,,0428050202,"(30.17762491, -97.76844731)",30.17762491,-97.76844731,No,,26-00130982,Complainant
2026-051574 CC,5,Active,4403 MOUNT VERNON DRIVE,4403,MOUNT VERNON DR,AUSTIN,TX,78745,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Joseph Lucas|512-939-6748,2026-05-04T00:00:00.000,Send CV Notice,2026 055381-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13697807,0410091509,"(30.22363392, -97.77748359)",30.22363392,-97.77748359,No,,26-00130066,Complainant
2026-051683 CC,5,Closed,1305 CONCHO STREET,1305,CONCHO ST,AUSTIN,TX,78702,2026-04-27T00:00:00.000,2026-04-27T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Roshanna Blakemore|(512) 974-1973,2026-04-27T00:00:00.000,Closed/Duplicate Case,,,0209070908,"(30.27473664, -97.72300356)",30.27473664,-97.72300356,No,,26-00130316,Anonymous
2026-051814 CC,2,Closed,1905 E 22ND STREET,1905,E 22ND ST,AUSTIN,TX,78722,2026-04-27T00:00:00.000,2026-04-27T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Michael Larner|512-765-2858,2026-04-27T00:00:00.000,Closed/Duplicate Case,,,0211090804,"(30.28270222, -97.72127653)",30.28270222,-97.72127653,No,,26-00130581,Complainant
2026-052138 CC,5,Closed,12005 TWEED COURT,12005,TWEED CT,AUSTIN,TX,78727,2026-04-27T00:00:00.000,2026-04-28T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Lauren Taggart|512-964-2657,2026-04-28T00:00:00.000,Referred to Appropriate Agency,,,0164010118,"(30.42514136, -97.74957224)",30.42514136,-97.74957224,No,,26-00131178,Complainant
2026-052149 CC,2,Active,1400 E RUNDBERG LANE Unit 123,1400,E RUNDBERG LN,AUSTIN,TX,78753,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Jose Castillo|,2026-04-29T00:00:00.000,Information Update,2026 053513-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695641,0237240209,"(30.35227309, -97.67791491)",30.35227309,-97.67791491,No,,26-00131214,Complainant
2026-052134 CC,5,Closed,520 W SLAUGHTER LANE,520,W SLAUGHTER LN,AUSTIN,TX,78748,2026-04-27T00:00:00.000,2026-04-28T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Randall Fields|(512) 978-1898,2026-04-28T00:00:00.000,Closed/Duplicate Case,,,0430130501,"(30.17237105, -97.79906283)",30.17237105,-97.79906283,No,,26-00131159,Complainant
2026-052037 CC,5,Active,2809 RUSTY DRIVE,2809,RUSTY DR,AUSTIN,TX,78744,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Juan Villarreal|512-939-9739,2026-05-08T00:00:00.000,Information Update,,,0314200108,"(30.21104703, -97.69029018)",30.21104703,-97.69029018,No,,26-00130915,Anonymous
2026-051842 CC,5,Active,11507 SWEETWATER TRAIL,11507,SWEETWATER TRL,AUSTIN,TX,78750,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Gabriel Martinez|(512) 949-0966,2026-05-01T00:00:00.000,Send CV Notice,2026 054610-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13696946,R076817,"(30.4514145, -97.81835408)",30.4514145,-97.81835408,No,,26-00130633,Complainant
2026-051882 CC,5,Active,Extended Stay America - 12424 RESEARCH BLVD SVRD SB,12424,RESEARCH BLVD SVRD,AUSTIN,TX,78759,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Sandy Van Cleave|512-656-4161,2026-05-06T00:00:00.000,Posted,2026 051898-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13693874,0166030405,"(30.42798425, -97.75800809)",30.42798425,-97.75800809,No,,,COA Department
2026-052122 CC,2,Active,2933 PECAN SPRINGS ROAD,2933,PECAN SPRINGS RD,AUSTIN,TX,78723,2026-04-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Charles Edwards|512-803-5812,2026-04-28T00:00:00.000,Inspection Performed,,,0218200232,"(30.29940533, -97.68270394)",30.29940533,-97.68270394,No,,26-00131062,Complainant
